path,label,crop
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus834_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus781_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus836_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus883_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus828_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus875_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus804_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus833_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus738_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus891_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus778_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus760_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus920_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus827_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus736_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus894_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus91_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus812_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus792_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus818_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus753_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus918_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus771_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus758_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus825_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus857_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus762_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus819_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus772_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus93_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus876_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus847_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus910_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus893_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus874_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus754_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus863_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus793_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus823_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus908_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus846_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus933_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus943_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus795_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus807_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus844_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus842_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus974_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus985_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus946_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus977_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus962_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus972_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus993_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus959_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus99_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus9_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus981_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus980_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus950_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus992_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus999_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus973_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus996_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus955_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus995_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus960_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus957_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus965_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus964_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus982_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus97_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus96_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus966_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus945_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus970_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus967_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus975_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus944_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus990_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus987_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus969_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus961_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus951_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus949_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus983_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus989_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus98_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus952_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus95_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus94_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus963_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus994_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus968_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus979_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus976_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus953_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus984_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus947_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus978_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus986_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus948_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus954_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus988_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus971_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus991_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus958_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/streak virus/streak virus956_.jpg,streak virus,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1146_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1123_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1021_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1140_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1217_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1091_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1236_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1157_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1024_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1096_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1025_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1061_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1011_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1169_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1023_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1010_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1057_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1214_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1177_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1181_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1103_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1058_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1168_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot280_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1245_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot157_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot219_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot139_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot213_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot313_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1255_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot167_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot281_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot261_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot162_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot196_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1259_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot260_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot263_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot308_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot171_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot226_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1263_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot148_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot23_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot155_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot19_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot211_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot143_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot235_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot27_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot303_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1261_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot2_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot256_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot292_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1251_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot288_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1250_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot154_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot24_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1257_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot236_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot262_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot183_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot159_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot140_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot209_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot246_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot131_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot295_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot297_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot200_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot168_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot245_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1253_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot145_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot285_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot134_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot174_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot267_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot229_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot190_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot249_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot289_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot201_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot152_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot1241_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot300_.jpg,leaf spot,Maize
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Maize/leaf spot/leaf spot314_.jpg,leaf spot,Maize
